text,keywords_formal.0.keywords,keywords_formal.0.is_formal,keywords_formal.0.annotator
رویکردهای #ترامپ در قبال بحران سوریه تفاوت چندانی با سیاست های #اوباما مبنی بر حذف اسد از نظام #سوریه ندارد. https:// goo.gl/CMcXy5 #آمریکا,"[""رویکردهای ترامپ"",""بحران سوریه"",""سیاست های اوباما"",""حذف اسد از نظام سوریه""]",true,annotator1
بزرگتر از #آمریکا ! آنچه بیش از هر چیز در درون #نظام ملموس است، هراس می‌باشد. هراس از تغییر #سیاست های جهانی و..... http:// bit.ly/2pJWgYB,"[""درون نظام"",""آمریکا"",""تغییر سیاست های جهانی""]",true,annotator1
امریکا در حال تنظیم یک سیاست جامع در قبال ایران است #امریکا #سیاست #ایران ... http:// fb.me/1tQbVV78A,"[""امریکا "",""تنظیم یک سیاست جامع"",""ایران""]",true,annotator1
امریکا در حال تنظیم یک سیاست جامع در قبال ایران است #امریکا #سیاست #ایران http:// chekad.tv/%d8%a7%d9%85%d 8%b1%db%8c%da%a9%d8%a7-%d8%ad%d8%a7%d9%84-%d8%aa%d9%86%d8%b8%db%8c%d9%85-%d8%b3%db%8c%d8%a7%d8%b3%d8%aa-%d8%ac%d8%a7%d9%85%d8%b9-%d9%82%d8%a8%d8%a7/ … pic.twitter.com/7uu6qVewhg,"[""سیاست جامع"",""ایران"",""امریکا""]",true,annotator1
آمریکا در حال بازنگری سیاست خود در قبال ایران است #آمریکا #ایران_و_آمریکا #رکس_تیلرسون http:// eonl.ir/1ohr pic.twitter.com/mfIjfH5CQn,"[""آمریکا"",""ایران"",""سیاست""]",true,annotator1
حالا بیشتر کشته می شویم!! http:// fa.nasrtv.com/modules/video/ singlefile.php?lid=12713 … #آمریکا #غرب #سیاست #زندان #قتل #خشونت #حقوق_بشر #سیاهپوست #رنگین_پوست #بومی pic.twitter.com/xvuxhABZHa,"[""کشته""]",true,annotator1
یکی از اهداف اصلی سفر #ماتیس به منطقه #خاورمیانه ، #ایران است که البته موضوع تازه ای هم در سیاست های #آمریکا نیست https:// goo.gl/dJejIH,"[""سفر ماتیس به منطقه خاورمیانه"",""ایران"",""سیاست های آمریکا""]",true,annotator1
تیتر یک مقام #دولتی : #بدعهدی #آمریکا را پیش‌بینی نکرده بودیم! #برجام #سیاست_خارجی #سازمان_توسعه_تجارت #روزنامه_قدس ؛ سه‌شنبه 29 فروردین 1396 pic.twitter.com/xJ3a8o5pEj,"[""بدعهدی آمریکا"",""سیاست خارجی سازمان توسعه تجارت"",""برجام""]",true,annotator1
"""در #آمریکا ، سیاست خارجی نداریم، بلکه """"اصول"""" سیاست خارجی داریم. شاید دلیلش همین است که دولت شان تغییر میکنند اما سیاست شان در قبال ایران،نه!""","[""آمریکا"",""ایران"",""سیاست خارجی"",""دولت""]",true,annotator1
سه عامل درتصمیم گیری #خامنه_ای درتعیین رئیسس جمهورآیندایران موثرند ، سیاست درقبال #آمریکا ،نفرجانشین خودش ، #آزادی عمل #مجاهدین @navidpirozi pic.twitter.com/USg9LYqinL,"[""سیاست درقبال آمریکا"",""تعیین رئیسس جمهور"",""تصمیم گیری خامنه ای""]",true,annotator1
#جهان - #واشنگتن_تایمز :مشاور امنیت ملی آمریکا گفت: تغییر رژیم #سوریه اکنون در سیاست دولت #آمریکا است pic.twitter.com/Rq7U0yOdGU,"[""مشاور امنیت ملی آمریکا"",""تغییر رژیم سوریه"",""سیاست دولت آمریکا""]",true,annotator1
#اخبار مشاور امنیت ملی #آمریکا گفت: سیاست جدید #آمریکا شامل تغییر رژیم در #سوریه می‌شود http:// dlvr.it/NryZkL pic.twitter.com/zB7tvQCwzj https:// twitter.com/PMOIRAN/status /851500677889048577 …,"[""مشاور امنیت ملی آمریکا"",""سیاست جدید آمریکا"",""تغییر رژیم در سوریه""]",true,annotator1
ترامپ چون در سیاست داخلی شکست خورده می‌خواهد در سیاست خارجی این شکست را جبران کند https:// goo.gl/jh7G4W #ترامپ #آمریکا #سیاست,"[""ترامپ"",""سیاست خارجی"",""سیاست داخلی""]",true,annotator1
#اخبار مشاور امنیت ملی #آمریکا گفت: سیاست جدید #آمریکا شامل تغییر رژیم در #سوریه می‌شود http:// dlvr.it/NryZkL pic.twitter.com/YvPEkOchSD https:// twitter.com/PMOIRAN/status /851500677889048577 …,"[""مشاور امنیت ملی آمریکا"",""سیاست جدید آمریکا"",""تغییر رژیم در سوریه""]",false,annotator1
http:// cupiran.com/?p=20497 #ونگر #آرسنال #انگلیس #آمریکا #کریستال #ایران #انتخابات #روحانی #رهبری #خاتمی #سیاسی #سیاست #ورزش #فوتبال,[],true,annotator1
Retweeted PMOI IRAN ( @PMOIRAN ): #اخبار مشاور امنیت ملی #آمریکا گفت: سیاست جدید #آمریکا شامل تغییر رژیم در #سوریه ... http:// fb.me/1UGt0ICG2,"[""مشاور امنیت ملی آمریکا"",""سیاست جدید آمریکا"",""تغییر رژیم در سوریه""]",true,annotator1
#نوستالژي بعضي ها هم بودن که میگفتن ما همیشه در #سیاست _خارجی خود به #آمريكا بعنوان یک دشمن نگاه میکنیم. #موسوی_خوئینی_ها,"[""نوستالژي"",""سیاست خارجی"","""",""آمريكا""]",false,annotator1
سياست خارجى #ترامپِ تاجرباحمله به #يمن و #سوريه افتتاح شد.بحرفهايش نبايداعتماد كرد. #آمريكا هنوزگيج است! اززمان سقوط برج دوقلو وحمله به عراق,"[""سياست خارجى ترامپِ"",""حمله به يمن و سوريه"",""برج دوقلو وحمله به عراق"",""آمريكا""]",true,annotator1
این عمل #امریکا ، نقض صریح قوانین بین المللی و تجاوز به خاک #سوریه است . بازهم خانم موگرینی سیاست ماله کشی را بکار گرفت .,"[""نقض صریح قوانین بین المللی"",""تجاوز به خاک سوریه"",""امریکا"",""سیاست ماله کشی"",""خانم موگرینی""]",true,annotator1
گفته مي شود در حمله موشكي #امريكا به #سوريه #چهار_كودك #كشته شده است. چند كشور به شمول #عربستان از اين حمله استقبال كرده اند. #تف_به_ سياست,"[""حمله موشكي امريكا به سوريه"",""عربستان""]",true,annotator1
بنظر ميرسد كه سياست جديد #آمريكا در قبال #سوريه تغيير رژيم است. #تيلرسون در پاسخ به پرسشي ميگويد گام هايي از هم اكنون در اين راه برداشته شده pic.twitter.com/FvFkhDvlXG,"[""سياست جديد آمريكا"",""تغيير رژيم"",""سوريه""]",true,annotator1
جان #بولتون ، سفير سابق #آمريكا در #سازمان_ملل : شب گذشته دوران سياست خارجى #اوباما به سر آمد. @foxandfriends #سوريه pic.twitter.com/524wvuuULL,"[""سفير سابق آمريكا"",""سياست خارجى اوباما""]",true,annotator1
چه فرقی می کنه برای ما سیاست جدید یا قدیم #آمریکا ما با یک دولت #وحشی با اختیارات فراوان بدون مسیولیت رو به رو هستیم https:// twitter.com/Victoria_Tahma s/status/850168168505106432 …,"[""سیاست جدید یا قدیم آمریکا"",""دولت وحشی"","" بدون مسیولیت""]",false,annotator1
اولا هيچوقت #امريكا و #غرب سياست سلطه خودشونوكنارنخواهندگذاشت.دوما #ايران زير سايه حمايت #روسيه و #چين قدرت منطقه شده. سوما #سوريه,"[""امريكا و غرب سياست سلطه"",""حمايت روسيه و چين"",""ايران""]",false,annotator1
از طرف همتون ميگم كيرم تو سياست #سوريه #يمن #امريكا,"[""سياست""]",false,annotator1
"""فريب جمله""""دنياى فردا دنياى گفتمان است نه موشك""""روفقط خاله خانباجي هاي دور از سياست +نون به نرخ روز ها ميخورن... تا #امريكا هست گفتمان بى معنيه""","[""دنياى فردا دنياى گفتمان"",""گفتمان بى معنيه"",""امريكا""]",false,annotator1
دست ثروت را بایست از احزاب و کلا از سیاست وسیاستمدار برید وَإِلَّا دموکراسی هم می شود مسخره بازی #آمریکا #انگلیس,"[""دست ثروت"",""سیاست وسیاستمدار"",""دموکراسی""]",true,annotator1
سالم ترين #سياست در حال حاضر متعلق به #آمريكا ست! تبريك ايالات متحده . كثيف ترين هم #روسيه و بعضي از #اروپا ! #ايران دستشويي كثيفان,"[""سالم ترين سياست"",""ايالات متحده"",""ايران دستشويي كثيفان"",""كثيف ترين هم روسيه""]",true,annotator1
#اخبار رئیس مرکز پژوهشهای خلیج‌فارس: سیاست مماشات #آمریکا در #یمن پایان می‌یابد http:// dlvr.it/Nq0Sv1 pic.twitter.com/RIpDDU1dpV,"[""مرکز پژوهشهای خلیج‌فارس"",""سیاست مماشات آمریکا"",""یمن""]",true,annotator1
رئیس مرکز پژوهشهای خلیج‌فارس: سیاست مماشات #آمریکا در #یمن پایان می‌یابد http:// ln.is/dlvr.it/l5ok0 pic.twitter.com/rWEWZPnNgu,"[""مرکز پژوهشهای خلیج‌فارس"",""سیاست مماشات آمریکا"",""یمن""]",true,annotator1
#اخبار رئیس مرکز پژوهشهای خلیج‌فارس: سیاست مماشات #آمریکا در #یمن پایان می‌یابد http:// dlvr.it/Nq0Sv1 pic.twitter.com/72vcfIIJsR,"[""سیاست مماشات آمریکا"",""یمن"",""رئیس مرکز پژوهشهای خلیج‌فارس""]",true,annotator1
1) #اوباما درریاست جمهوری خود چندین بار با رهبرانقلاب مکاتبه و درآنها تلاش کرده تا با کمک #ایران گره‌های سخت سیاست خارجی #آمریکا را باز کند.,"[""اوباما"",""رهبرانقلاب"",""سیاست خارجی آمریکا""]",false,annotator1
واکنش #مزدوران هراسان و #لابی های هراسان #رژیم از تغییر سیاست #دولت #آمریکا http:// iranntv.com/?p=444241 #ایران #simayazadi pic.twitter.com/GWVhfDs8vB,"[""واکنش مزدوران هراسان"",""تغییر سیاست دولت آمریکا""]",true,annotator1
واکنش مزدوران هراسان و لابی ورشکسته رژیم آخوندی#Iran به سیاست دولت جدید #آمریکا http:// ln.is/hambastegimeli .com/Fb17k … مهمترین- http:// ln.is/hambastegimeli .com/wBWv3 …,"[""رژیم آخوندی"",""سیاست دولت جدید آمریکا"",""واکنش مزدوران""]",true,annotator1
واکنش مزدوران هراسان و لابی ورشکسته رژیم آخوندی#Iran به سیاست دولت جدید #آمریکا http:// ln.is/hambastegimeli .com/lCEbb … مهمترین-,"[""رژیم آخوندی"",""سیاست دولت جدید آمریکا""]",true,annotator2
یه نگاه به #سیاست دنیا بندازین شده خاله بازی #امریکا میگه به ایران حمله میکنیمااا ایرانم میگه اگه بزنی #اسرائیل رو میزنمااا,"[""سیاست دنیا"",""خاله بازی "",""امریکا"",""ایران"",""اسرائیل""]",false,annotator1
#استفان_والت : #دونالد_ترامپ آغازگر یک #طغیان در عرصه سیاست خارجی #آمریکا است #ترامپي_نژاد,"[""دونالد ترامپ"",""سیاست خارجی"",""استفان والت""]",true,annotator1
یادداشت/ترامپ در باتلاق سیاست های نامطمئن/ترامپ؛ از وعده های واهی تا تصمیمات ضد و نقیض https:// goo.gl/21iT4B #ایران #آمریکا #ترامپ pic.twitter.com/F3j0zbTtWj,"[""ترامپ"",""باتلاق سیاست های نامطمئن"",""وعده های واهی""]",true,annotator1
هرچند #ترامپ استثنایی بر #امریکای #استثناگرا ( #مستکبر ) است، #ساختار #سیاست در #امریکا روسای جمهور را در چرخ دنده های خود خرد می کند؛,"[""ترامپ"",""امریکای استثناگرا"",""سیاست در امریکا"",""روسای جمهور""]",true,annotator1
#ترامپ برای دوستی با #روسیه به دشمن جدیدی نیاز دارد و #ایران را انتخاب کرده تا دوباره #محور_شرارت بخواندش #آمریکا #ایران_هراسی #سیاست _خارجی pic.twitter.com/09kEOsbnqo,"[""دوستی با روسیه"",""ایران"",""ترامپ""]",true,annotator1
سخنگوی #وزارت امور #خارجه از مخالفت #ایران با حضور تیم #کشتی #آمریکا در ایران خبر داد و گفت: سياست هاي دولت جديد امريكا راهي جز اين نگذاشت pic.twitter.com/twyMVgmCQ1,"[""سخنگوی وزارت امورخارجه"",""تیم کشتی آمریکا"",""سياست هاي دولت جديد امريكا""]",true,annotator3
ادرویس: #آمریکا باید سیاست خود را در قبال رژیم #ایران بازبینی کند. #حقوق_بشر #FreeIran https://www. mojahedin.org/news/192928/ pic.twitter.com/VE6J9ongmk,"[""ادرویس"",""آمریکا"",""سیاست"",""رژیم ایران""]",true,annotator3
گزارش: مدیر اندیشکده #هادسون : بیانیه مایکل فلین نشانگر «تغییری واضح در سیاست #آمریکا در قبال #ایران است https:// goo.gl/OmzlQl,"[""اندیشکده هادسون"",""بیانیه مایکل فلین"",""سیاست آمریکا""]",true,annotator4
ادرویس: #آمریکا باید سیاست خود را در قبال رژیم #ایران بازبینی کند. #حقوق_بشر #FreeIran https://www. mojahedin.org/news/192928/ pic.twitter.com/xcFTNyghRj,"[""رژیم ایران"",""آمریکا""]",true,annotator4
ادرویس: #آمریکا باید سیاست خود را در قبال رژیم #ایران بازبینی کند. #حقوق_بشر #FreeIran https://www. mojahedin.org/news/192928/ pic.twitter.com/OpPeAfgHYg,"[""سیاست"","" آمریکا"","" رژیم ایران""]",true,annotator3
ادرویس: #آمریکا باید سیاست خود را در قبال رژیم #ایران بازبینی کند. #حقوق_بشر #FreeIran https://www. mojahedin.org/news/192928/ pic.twitter.com/uMbQMM2MjZ,"[""رژیم ایران"",""آمریکا"",""سیاست""]",true,annotator1
كار به جايي رسيده سياست هاي شوراي امنيت با عوض شدن رييس جمهور امريكا عوض ميشه #ترامپ #ايران #آمریکا #وابستگي #ظلم,"[""سياست هاي شوراي امنيت"",""رييس جمهور امريكا""]",false,annotator1
آبراهام لینکلن آسوده بخواب که ما بیداریم...! اشتباه نکنیم! #ترامپ تجسم واقعیت درونی سیاست های #آمریکا است #گرگ لباس #میش را از تن در آورده pic.twitter.com/a2ZPgEizmf,"[""آبراهام لینکلن"","""",""آسوده بخواب"",""سیاست های آمریکا""]",true,annotator1
تظاهرات مردم #آمریکا در اعتراض به سیاست ضد مهاجرتی #ترامپ ادامه دارد http:// v.aa.com.tr/740083 pic.twitter.com/64XSyLdNyL,"["" تظاهرات مردم آمریکا "","" اعتراض به سیاست ضد مهاجرتی"",""ترامپ""]",true,annotator1
#امام (ره): #آمریکا هیچ غلطی نمی تواند بکند توضیح: همه کارهای آمریکا طبق برنامه و درست و برنامه ریزی شده است نه مثل #ایران سیاست آزمون و خطا,"[""آمریکا"",""ایران"",""سیاست آزمون و خطا""]",true,annotator1
تحریم اوبر هزاران نفردرآمریکااقدام به پاک کردن اپلیکیشن اوبر خود کردند #آمریکا #سیاست #اوبر #تحریم #تظاهرات #ترامپ http:// buff.ly/2kScucO pic.twitter.com/62VQvxxYqD,"[""تحریم اوبر"",""آمریکا""]",true,annotator1
متلک های جالب #روحانی به بی تجربگی #رئیس_جمهور #آمریکا در #سیاست ! + #فیلم http:// nodud.com/other/politics /1485940567.97585 …,"[""متلک های جالب روحانی"","" رئیس جمهور آمریکا""]",true,annotator1
#عربستان #سعودی و دولت جدید #آمریکا بر همسویی در سیاست ‌ #نفتی و #دفاعی از جمله در زمینه مقابله با سیاست ‌های منطقه‌ای #ایران تاکید كردند.,"[""دولت جدید آمریکا"",""سیاست ‌ نفتی"",""سیاست ‌های منطقه‌ای ایران""]",true,annotator1
کاش اینگونه جواب #آمریکا رو میداد! #اجازه_نخواهم_داد امریکایی ها به هموطنانم توهین کنند #دکتر_ظریف #سیاست _ذلیلانه pic.twitter.com/8U1vlBwl2q,"[""جواب آمریکا""]",false,annotator1
#گوگوش خیری از سیاست ندید تو عمرش تا تو #ایران بود #تاره_به_قدرت_رسیده ها اذیت ش کردند الان هم که تو #امریکا,"[""گوگوش"",""ایران""]",false,annotator1
نهصد کارمند وزارت خارجه #آمریکا تومار اعتراض علیه سیاست ممنوعیت مهاجرتی_ویزایی جدید امضا کردند https:// twitter.com/aawsat_News/st atus/826526796871036930 …,"[""کارمند وزارت خارجه آمریکا"","""",""اعتراض علیه سیاست ممنوعیت مهاجرتی""]",true,annotator1
"""کاخ سفید: #ممنوعیت_ورود به آمریکا، بر اساس فهرست پیشنهادی """"دولت اوباما"""" ست. سیاست توجیهی #تقصیر_دولت_قبل با موفقیت به #امریکا صادر شده""","[""ممنوعیت ورود به آمریکا"","""",""فهرست پیشنهادی دولت اوباما""]",false,annotator1
حالا هى #امريكا #تحريم كن... منطقه با اين سياست ها روى #ارامش رو به خودش نمى بينه!,"[""امريكا"",""سياست ها"",""روى ارامش""]",false,annotator1
تیلرسون با این سخنان در واقع معترف می شود که #آمریکا با قلدری و بدون توجه به حقوق کشورها سعی در تحمیل سیاست های خود به جهانیان دارد.,"[""آمریکا"",""حقوق کشورها"",""تحمیل سیاست""]",true,annotator1
نکته سخنان تیلرسون اذعان اوبه سیاست مداخله جویانه #آمریکا در #ایران است و این قطعا در تناقض با قوانین بین المللی عدم مداخله درامورکشور هاست,"[""سیاست مداخله جویانه آمریکا"",""سخنان تیلرسون"",""قوانین بین المللی""]",true,annotator1
New post in SCFR: آیا#برجام؛ آزمون منطق سیاسی #آمریکا و اتحادیه اروپاست؟ با وجود سیاست ها و اظهارات ضد برجامی آم… http:// ift.tt/2tdm7H3,"["" برجام"","" منطق سیاسی آمریکا "","" اتحادیه اروپا""]",true,annotator1
دربحرانهای اینروزها حرکت #آلمان به سمت هادی سیاست جهانی درغیاب عقلانیت لازم برای رهبری جهان در #آمریکا امریست که میتواند مثبت ارزیابی شود,"[""هادی سیاست جهانی"",""آلمان"",""بحرانها"",""غیاب عقلانیت"",""رهبری جهان"",""آمریکا""]",true,annotator3
گزارش/بحران قطر چگونه هرج و مرج در دستگاه سیاست خارجی آمریکا را نشان می‌دهد؟ https:// goo.gl/WPoa3P #آمریکا #قطر #عربستان #سیاست‌خارجی pic.twitter.com/sgzDqZNTyI,"[""بحران قطر"",""هرج و مرج"",""سیاست خارجی آمریکا""]",true,annotator3
#خالیباف جان شما هنوز بعد از ۱۲ سال از پس مشکلات #تهران برنیامده اید برای کشور چه خوابی دیده اید. مشت نمونه خروار است. #انتخابات96 #قالیباف,"[""خالیباف جان"",""مشکلات تهران""]",true,annotator1
با اختصاص امانی یک‌هزارم بودجه #شهرداری #تهران می‌توان صندوق رفاهی #تاکسیرانان را تاسیس و مشکلات صنفی ایشان را حل نمود. #تاكسي,"[""صندوق رفاهی تاکسیرانان"",""شهرداری تهران"",""مشکلات صنفی""]",true,annotator1
#انتخابات #شورای_شهر_تهران قیف وارونه نیست. ورود به شورا سخت است، اما با انبوه مشکلات و بدهی ها چهارسال اداره #تهران حتماسخت تر خواهدبود.,"[""انتخابات شورای شهر"",""مشکلات و بدهی ها""]",true,annotator1
پیرهادی عضو هیات رئیسه شورای شهر #تهران : این حجم از مشکلات در کشور، بی سابقه است http:// tn.ai/1378012 pic.twitter.com/d0LeDwKKUk,"[""عضو هیات رئیسه شورای شهر"",""حجم از مشکلات در کشور""]",true,annotator1
#تهران #جنتی سال گذشته به علت گره زدن مشکلات رهبر #معصومه #ایران با #آمریکا توفیق چندانی در #اقتصادمقاومتی حاصل نشد http:// fna.ir/EDQRU9 pic.twitter.com/cYQL0Upgg2,"[""ایران"",""آمریکا"",""اقتصادمقاومتی"",""جنتی""]",true,annotator1
رفع مشکلات قشر محروم ازمهمترین تکالیف مسئولان در جامعه اسلامی است - https:// goo.gl/vdTVQR . . #parsdown #ایران #تهران,"[""جامعه اسلامی"",""مسئولان"",""مشکلات"",""قشر محروم""]",true,annotator1
ژانر: وقتی #نوروز باعث میشه #تهران دوباره مثل قدیم تمیز وخلوت وبدون ترافیک بشه.پس ما چی بگیم که همه روزای سال این مشکلات رو توی تهران داریم؟ https:// twitter.com/MastourehNasir i/status/843022540196995072 …,"[""تمیز وخلوت وبدون ترافیک"",""نوروز"",""تهران""]",false,annotator1
جنگ #چهارشنبه_سوری UNاز طرفین(ها) ی درگیر در #تهران خواست با گفتگو مشکلات رو حل و فصل کنند، اما آنها یه چیزی گفتند که خیلی زشت بود! pic.twitter.com/A7GBjkRUzP,"[""چهارشنبه سوری"","" درگیر در تهران""]",false,annotator1
اژه ای: چرا مشکلات را به گردن قبلی‌ها می‌اندازند؟ - https:// goo.gl/iWyhYU . . #parsdown #ایران #تهران,"[""اژه ای"",""گردن قبلی‌ها""]",true,annotator1
نشانه‌های پنهان مشکلات قلبی - https:// goo.gl/7vW5Yz . . #parsdown #ایران #تهران,"[""مشکلات قلبی""]",true,annotator1
#تهران رهبر #معصومه #ایران : #اشرافی‌گری از مشکلات امروز است ! لاکن معظم له اشرافیون گمنام را نمی شناسند #کذب است http:// tn.ai/1350461,"[""رهبر معصومه"",""اشرافی‌گری"",""مشکلات امروز""]",true,annotator1
#تهران احمد #خاتمی تردیدی وجود ندارد که برخی از این مشکلات رهبر #معصومه #ایران از جانب #بیگانگان است http:// fna.ir/YO5BTW,"[""مشکلات رهبر معصومه"",""احمد خاتمی"",""جانب بیگانگان"",""ایران""]",true,annotator1
دیگه از فکر کردن به #مشکلات خسته شدم رفتم سراغ #شعر یک کم دلم باز بشه #آزادی #تهران pic.twitter.com/kB4To9Ulkp,"[""شعر"",""مشکلات""]",false,annotator2
افزایش مشکلات نرم‌افزاری گوشی‌های آیفون - https:// goo.gl/QwV1yq . . #parsdown #ایران #تهران,"[""گوشی‌های آیفون"",""مشکلات نرم‌افزاری""]",true,annotator1
کنفرانس #فلسطین در #تهران روشی شناخته شده وبرای مشغول کردن مردم #ایران به مشکلات خارجی رژیم است. #همسايه,"[""کنفرانس فلسطین"",""مشغول کردن مردم ایران"",""مشکلات خارجی رژیم""]",true,annotator1
شهریاری: مشکلات حل نشود، استعفا می‌دهم - https:// goo.gl/oK7EJO . . #parsdown #ایران #تهران,"[""شهریاری"",""مشکلات"",""استعفا""]",true,annotator1
ناصحی: برخی مشکلات ما را از هدف‌مان دور کرد - https:// goo.gl/RwQoZb . . #parsdown #ایران #تهران,"[""ناصحی"",""مشکلات""]",true,annotator1
#قالیباف : شاخصه انقلابی‌گری خدمت به #مردم و حل مشکلات مردم است/۷۰ هزار خانواده‌‌‌ در #تهران نیازمند به نان شب هستند,"[""شاخصه انقلابی‌گری"",""خدمت به مردم"",""حل مشکلات مردم"",""نیازمند به نان شب""]",true,annotator1
#قالیباف : شاخصه انقلابی‌گری خدمت به #مردم و حل مشکلات مردم است/۷۰ هزار خانواده‌‌‌ در #تهران نیازمند به نان شب هستند http:// tn.ai/1345499 pic.twitter.com/J3ioTvygTV,"[""قالیباف"",""انقلابی‌"",""مشکلات مردم"",""خانواده‌‌‌""]",true,annotator1
پارسایی: مشکلات به علت نبود آزادی بیان است! - https:// goo.gl/FCaXYv . . #parsdown #ایران #تهران,"[""پارسایی"",""مشکلات"",""آزادی بیان""]",true,annotator1
چگونه مشکلات سیاست خارجی را کاهش دهيم؟ - https:// goo.gl/4VBQlc . . #parsdown #ایران #تهران,"[""مشکلات سیاست خارجی""]",true,annotator1
#شوراي_شهر #تهران آستين بالا مي زند! مشكلات شهر حقيقتن همين اسم فلكه هاي تهرانپارس هست و بس! https:// twitter.com/shahrvand_pape r/status/836591299700588544 …,"[""مشكلات شهر"",""شوراي شهر"",""فلكه هاي تهرانپارس""]",false,annotator1
خب الحمدلله، خادمان و منتخبین مردم در #شورای_شهر تهران،مثل همیشه با درایت و تدبیر، یکی از بزرگترین #مشکلات بنیادین #تهران رو رفع کردند. https:// twitter.com/mehdibabaei92/ status/836524739216683008 …,"[""خادمان و منتخبین مردم"",""شورای شهر"",""درایت و تدبیر"",""بزرگترین مشکلات""]",false,annotator1
اگر مشکلات خوزستان، عذاب الهی است، می‌شد این حرف را از #تهران هم گفت! https:// twitter.com/PMOIRAN/status /835588476070350852 …,"[""مشکلات خوزستان"",""عذاب الهی""]",true,annotator1
#ايران کیهان خامنه‌ای به روحانی: اگر مشکلات خوزستان، عذاب الهی است، می‌شد این حرف را از #تهران هم گفت! http:// dlvr.it/NTPCFM #Iran pic.twitter.com/8dbYklZxnx,"[""خامنه‌ای به روحانی"",""مشکلات خوزستان"",""عذاب الهی""]",true,annotator1
#ايران کیهان خامنه‌ای به روحانی: اگر مشکلات خوزستان، عذاب الهی است، می‌شد این حرف را از #تهران هم گفت! http:// dlvr.it/NTPCFM #Iran pic.twitter.com/JCT6ImmOGd,"[""مشکلات خوزستان"",""عذاب الهی"",""خامنه‌ای به روحانی""]",true,annotator1
نقش پری‌ بیوتیک‌ ها در رفع مشکلات خواب - https:// goo.gl/tLwbBJ . . #parsdown #ایران #تهران,"[""پری‌ بیوتیک‌"",""مشکلات خواب""]",true,annotator1
سازمان نظام مهندسی شهرستان پردیس به مشکلات پردیس در واحدهای ساخته شده ورود کند #نظام_مهندسی_ساختمان #تهران http:// akhbarmohandesi.ir/?p=8691,"[""سازمان نظام مهندسی"","""",""مشکلات پردیس""]",true,annotator1
پتروشیمی های #خوزستان از #تهران اداره میشود و مدیریت استانی اختیاری برای حل مشکلات آنها ندارد. #ریزگردستان #اهواز_سرمایه_نظام,"[""پتروشیمی های خوزستان "",""مدیریت استانی"",""حل مشکلات""]",true,annotator1
گزارش: نظامیان اسرائیلی به دلیل مشکلات اقتصادی تن‌فروشی می‌کنند http://www. presstv.ir/Detail/2017/02 /21/511487/IDF-SOLDIERS-IN-THE-DANGEROUS-CYCLE-OF-PROSTITUTION … #ایران #تهران pic.twitter.com/phZ0EyRRf2,"[""نظامیان اسرائیلی"",""مشکلات اقتصادی"",""تن‌فروشی""]",true,annotator1
#تهران رهبر #معصومه #ایران درباره مشکلات مردم #خوزستان لذا بادلی #خراشیده حمایت از انتفاضه فلسطین #مهم تراست #اهواز #شیراز,"[""مشکلات مردم "",""انتفاضه فلسطین"",""رهبر معصومه""]",true,annotator1
"""#ایران از پرواز هواپیماهای بدون سرنشین در حریم سراسر #تهران برای ایجاد """" مشکلات امنیتی اجتماعی و روانی در جامعه"""" جلوگیری می کند""","[""هواپیماهای بدون سرنشین"",""مشکلات امنیتی اجتماعی و روانی""]",true,annotator1
#تهران قرارگاه ثارالله رهبر #معصومه #ایران پرواز کوادکوپترها و هلی‌شات‌های شخصی و خصوصی مشکلات اجتماعی و روانی در جامعه بوجود آورده‌,"[""قرارگاه ثارالله"",""پرواز کوادکوپترها و هلی‌شات‌های شخصی و خصوصی"",""مشکلات اجتماعی و روانی""]",true,annotator1
بیانات رهبر معظم انقلاب دربارۀ لزوم تسریع در رسیدگی به مشکلات مردم جنوب http://www. presstv.ir/Detail/2017/02 /20/511285/Iran-Khuzestan-leader … #ایران #تهران pic.twitter.com/LcShHkVKua,"[""رهبر معظم انقلاب"",""مشکلات مردم""]",true,annotator1
پروژه های محرومیت زدایی و عمرانی سپاه در سیستان و بلوچستان: یکی از مشکلات اساسی جمعی کثیری از خانواده‌های محروم… #ايران #صورة #إسلام #تهران pic.twitter.com/19sx0C1EBw,"[""محرومیت زدایی و عمرانی سپاه"",""مشکلات اساسی""]",true,annotator1
حتما باید خون از دماغ کسی بیاد تا #شهرداری متوجه بشه اغتشاش بصری توی #تهران یکی از عوامل مشکلات روانی شهروندان تهرانی است؟ #معماری #شهرسازی pic.twitter.com/aIpucNI0B3,"[""مشکلات روانی شهروندان"",""شهرداری"",""خون از دماغ""]",false,annotator1
#وزیر #راه و شهرسازی از #محورهای برف‌گیر شمال‌شرق استان #تهران بازدید کرد و در جریان اقدامات و مشکلات قرار گرفت.,"[""وزیر راه و شهرسازی"","""",""محورهای برف‌گیر"",""اقدامات و مشکلات""]",true,annotator1
#کولبران #قالیباف #ترامپ #تهران حل مشکلات کولبران درسیستم#اخوندی pic.twitter.com/CNjFU1OT2X,"[""مشکلات کولبران""]",true,annotator1
زندانی سیاسی زینب جلالیان در فصل سرما با مشكلات جدي روبرو شده است ... http:// bit.ly/2jShGfM #ايران #تهران #زنان #FreeIran pic.twitter.com/5ohWW0VKTO,"[""زندانی سیاسی"","""",""فصل سرما"",""زینب جلالیان""]",true,annotator1
